mavpackettype,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
GPS,2137448842,0,3,459449600,2249,15,0.77,24.786935699999997,120.9934356,92.73,0.23479779064655304,297.1107177734375,-0.2150000035762787,0.0,1
GPS,2137648799,0,3,459449800,2249,15,0.77,24.7869358,120.9934351,92.78,0.2569766640663147,278.7292175292969,-0.2240000069141388,0.0,1
GPS,2137869163,0,3,459450000,2249,15,0.77,24.786935699999997,120.9934346,92.8,0.3262161910533905,255.6229705810547,-0.20500001311302185,0.0,1
GPS,2138048782,0,3,459450200,2249,15,0.77,24.7869355,120.993434,92.84,0.2574975788593292,246.42160034179688,-0.2720000147819519,0.0,1
GPS,2138228811,0,3,459450400,2249,15,0.77,24.7869352,120.99343359999999,92.88,0.2972036302089691,218.99099731445312,-0.22200001776218414,0.0,1
GPS,2138448817,0,3,459450600,2249,15,0.77,24.7869346,120.9934332,92.91,0.39172443747520447,210.36172485351562,-0.19300000369548798,0.0,1
GPS,2138648794,0,3,459450800,2249,15,0.77,24.7869337,120.9934327,92.94,0.724157452583313,204.29991149902344,-0.1469999998807907,0.0,1
GPS,2138848811,0,3,459451000,2249,15,0.77,24.7869323,120.9934322,92.95,0.8313940763473511,196.77845764160156,-0.08700000494718552,0.0,1
GPS,2139048811,0,3,459451200,2249,15,0.77,24.7869308,120.99343169999999,92.96000000000001,0.9828417897224426,196.36981201171875,-0.026000000536441803,0.0,1
GPS,2139248826,0,3,459451400,2249,15,0.77,24.7869289,120.99343119999999,92.95,1.0616450309753418,194.67764282226562,-0.07600000500679016,0.0,1
GPS,2139448806,0,3,459451600,2249,15,0.77,24.7869271,120.9934306,92.95,1.080256462097168,198.0659637451172,-0.017000000923871994,0.0,1
GPS,2139628831,0,3,459451800,2249,15,0.77,24.7869252,120.99342999999999,92.95,1.0151216983795166,196.36407470703125,-0.020000001415610313,0.0,1
GPS,2139848831,0,3,459452000,2249,15,0.77,24.7869235,120.9934294,92.96000000000001,0.9982074499130249,197.3095245361328,-0.06000000238418579,0.0,1
GPS,2140048858,0,3,459452200,2249,15,0.77,24.7869217,120.9934287,92.96000000000001,1.0884274244308472,201.166015625,-0.10400000214576721,0.0,1
GPS,2140248823,0,3,459452400,2249,15,0.77,24.786919899999997,120.9934279,92.99,1.061547040939331,203.83644104003906,-0.05400000140070915,0.0,1
GPS,2140448895,0,3,459452600,2249,15,0.77,24.7869182,120.993427,92.99,1.0617589950561523,207.2407989501953,-0.03800000250339508,0.0,1
GPS,2140648828,0,3,459452800,2249,15,0.77,24.7869164,120.993426,92.99,1.1739544868469238,210.45318603515625,-0.07000000029802322,0.0,1
GPS,2140848862,0,3,459453000,2249,15,0.77,24.786914499999998,120.9934248,93.01,1.2164251804351807,210.0428466796875,-0.018000001087784767,0.0,1
GPS,2141028840,0,3,459453200,2249,15,0.77,24.7869125,120.9934236,92.99,1.2749656438827515,212.01968383789062,0.020000001415610313,0.0,1
GPS,2141248829,0,3,459453400,2249,15,0.77,24.7869106,120.9934222,92.96000000000001,1.2949656248092651,219.8622283935547,0.10300000756978989,0.0,1
GPS,2141448829,0,3,459453600,2249,15,0.77,24.786908999999998,120.9934205,92.96000000000001,1.1557962894439697,227.48956298828125,0.029000001028180122,0.0,1
GPS,2141648841,0,3,459453800,2249,15,0.77,24.786907799999998,120.9934189,92.94,0.9682913422584534,238.77239990234375,-0.01600000075995922,0.0,1
GPS,2141848839,0,3,459454000,2249,15,0.77,24.7869071,120.9934174,92.95,0.8181210160255432,244.5938720703125,0.02200000174343586,0.0,1
GPS,2142048875,0,3,459454200,2249,15,0.77,24.7869067,120.99341609999999,92.95,0.5945258736610413,259.7296447753906,-0.04500000178813934,0.0,1
GPS,2142248885,0,3,459454400,2249,15,0.77,24.7869066,120.99341509999999,92.93,0.5150476098060608,270.77874755859375,0.01900000125169754,0.0,1
GPS,2142448829,0,3,459454600,2249,15,0.77,24.7869066,120.99341419999999,92.94,0.33463114500045776,264.34051513671875,0.01100000087171793,0.0,1
GPS,2142648791,0,3,459454800,2249,15,0.77,24.7869066,120.9934136,92.95,0.2578158378601074,284.14404296875,-0.01600000075995922,0.0,1
GPS,2142848859,0,3,459455000,2249,15,0.77,24.7869067,120.9934131,92.95,0.27011850476264954,268.3028564453125,0.02800000086426735,0.0,1
GPS,2143048834,0,3,459455200,2249,15,0.77,24.7869067,120.9934126,92.92,0.2405327558517456,273.8140869140625,0.0560000017285347,0.0,1
GPS,2143248865,0,3,459455400,2249,15,0.77,24.7869067,120.9934121,92.92,0.23593644797801971,275.10650634765625,0.15400001406669617,0.0,1
GPS,2143448817,0,3,459455600,2249,15,0.77,24.7869068,120.99341179999999,92.89,0.08354640007019043,312.08917236328125,0.0950000062584877,0.0,1
GPS,2143648826,0,3,459455800,2249,15,0.77,24.786906899999998,120.99341179999999,92.87,0.05682429298758507,28.36904525756836,0.10900000482797623,0.0,1
GPS,2143848810,0,3,459456000,2249,15,0.77,24.786907,120.9934119,92.86,0.09786214679479599,78.80488586425781,0.12300000339746475,0.0,1
GPS,2144048802,0,3,459456200,2249,15,0.77,24.7869071,120.9934121,92.83,0.12617844343185425,71.99583435058594,0.10400000214576721,0.0,1
GPS,2144248804,0,3,459456400,2249,15,0.77,24.7869071,120.9934124,92.82000000000001,0.18800266087055206,89.69523620605469,0.1300000101327896,0.0,1
GPS,2144448795,0,3,459456600,2249,15,0.77,24.7869071,120.9934128,92.79,0.21639086306095123,93.44419860839844,0.05300000309944153,0.0,1
GPS,2144648822,0,3,459456800,2249,15,0.77,24.7869071,120.9934133,92.76,0.23821420967578888,99.42277526855469,0.13300000131130219,0.0,1
GPS,2144848893,0,3,459457000,2249,15,0.77,24.786906899999998,120.99341369999999,92.73,0.18952837586402893,120.08234405517578,0.06700000166893005,0.0,1
GPS,2145029177,0,3,459457200,2249,15,0.77,24.7869067,120.9934141,92.72,0.2610153257846832,124.54242706298828,0.17000000178813934,0.0,1
GPS,2145248799,0,3,459457400,2249,15,0.77,24.7869065,120.9934146,92.66,0.32603833079338074,108.04593658447266,0.11600000411272049,0.0,1
GPS,2145448848,0,3,459457600,2249,15,0.77,24.7869063,120.99341509999999,92.66,0.2994077503681183,132.4281463623047,0.15300001204013824,0.0,1
GPS,2145648863,0,3,459457800,2249,15,0.77,24.786906,120.9934155,92.63,0.19293782114982605,111.91169738769531,0.018000001087784767,0.0,1
GPS,2145848821,0,3,459458000,2249,15,0.77,24.786905899999997,120.9934158,92.60000000000001,0.10733592510223389,158.69419860839844,0.19200000166893005,0.0,1
GPS,2146048891,0,3,459458200,2249,15,0.77,24.786905599999997,120.9934157,92.56,0.21070596575737,208.02452087402344,0.25300002098083496,0.0,1
GPS,2146248867,0,3,459458400,2249,15,0.77,24.786905299999997,120.99341539999999,92.52,0.3202030658721924,233.380615234375,0.14600001275539398,0.0,1
GPS,2146429212,0,3,459458600,2249,15,0.77,24.7869049,120.9934148,92.5,0.445345938205719,234.596923828125,0.19600000977516174,0.0,1
