date,Distance,Angle,Motion,Velocity,RSSI
319,8.28059274022394,-0.00603825177825477,0,0.0121186948984953,183
320,8.30354337345266,-0.003612923292734,0,0.022950633228719,183
321,8.32132142433875,0.0012017325010037,0,0.017778050886097,183
322,8.34089112542619,0.00719353802498575,0,0.0195697010874376,183
323,8.36044449877123,0.00956901524859154,0,0.0195533733450368,183
324,8.36968484717194,0.0131430476734774,0,0.00924034840071109,183
325,8.37687324983299,0.0155195399069068,0,0.0108322104108982,183
326,8.38779812374679,0.0178840732796856,0,0.0109248739138028,183
327,8.39924392017136,0.0226230134280016,0,0.0114457964245691,183
328,8.40457850788709,0.0226086516104735,0,0.0144110465207365,183
329,8.4071740960999,0.0261711145136914,0,0.00259558821281125,183
330,8.38950600144868,0.0262262428680717,0,-0.0176680946512242,183
331,8.38379835172992,0.0310171694552724,0,0.000596409603669912,183
332,8.36751695833242,0.0358606155601294,0,-0.0162813933974935,183
333,8.35907760487042,0.0370939375548274,0,-0.00774616810225126,183
334,8.35410202133369,0.0478989835297833,0,0.000933725240786387,182
335,8.32613970994389,0.0492624303338102,0,-0.027962311389798,182
336,8.3124196281785,0.050548327859824,0,-0.0137200817653937,182
337,8.29481999776714,0.05065567109241,0,-0.0171003624701527,182
338,8.26017083229977,0.0520805753235907,0,-0.0346491654673624,182
339,8.24313573857227,0.0534031250294568,0,-0.0253070168328104,182
340,8.14073371981909,0.050385326686252,0,-0.0300528505522095,182
341,8.11625496185538,0.0468367455760265,0,-0.0244787579637098,182
342,8.1029730578768,0.0493846682091342,0,-0.0132819039785801,182
343,8.09419583964414,0.0494382638124969,0,-0.00828972817251739,182
344,8.0963940094104,0.049424830389523,0,0.0114608602316579,182
345,8.1002023794694,0.0531100576250891,0,0.00380837005900325,182
346,8.09595982194763,0.0506642157138298,0,-0.00424255752177416,182
347,8.1229322404051,0.0541941556659431,0,0.0269724184574791,182
348,8.13577511360793,0.0578017226650593,0,0.0133784117586142,182
349,8.15438864219782,0.0613551627778868,0,0.0191850983888457,182
350,8.11484685242493,0.0814223400856069,0,-0.0395417897728993,182
