mavpackettype,TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
RAD,1387913811,167,157,100,25,61,0,0
RAD,1798941281,182,171,92,27,75,0,0
RAD,1798941308,182,171,92,27,75,0,0
RAD,1799988826,182,174,94,25,49,0,0
RAD,1799988892,182,174,94,25,49,0,0
RAD,1800948871,182,174,94,25,61,0,0
RAD,1800948896,182,174,94,25,61,0,0
RAD,1801963817,182,168,94,23,32,0,0
RAD,1801963843,182,168,94,23,32,0,0
RAD,1802946683,182,175,94,22,50,0,0
RAD,1802946711,182,175,94,22,50,0,0
RAD,1803951351,182,174,94,28,81,0,0
RAD,1803951378,182,174,94,28,81,0,0
RAD,1805961331,182,173,94,25,42,0,0
RAD,1805961362,182,173,94,25,42,0,0
RAD,1806944204,182,174,94,23,55,0,0
RAD,1806944230,182,174,94,23,55,0,0
RAD,1809981525,182,171,94,26,89,0,0
RAD,1809981621,182,171,94,26,89,0,0
RAD,1810953847,183,172,94,27,77,0,0
RAD,1810953881,183,172,94,27,77,0,0
RAD,1812944236,183,174,94,27,62,0,0
RAD,1812944261,183,174,94,27,62,0,0
RAD,1814009398,183,175,91,23,50,0,0
RAD,1814009474,183,175,91,23,50,0,0
RAD,1815041258,183,176,81,25,37,0,0
RAD,1815041303,183,176,81,25,37,0,0
RAD,1815934081,183,174,97,23,58,0,0
RAD,1815934108,183,174,97,23,58,0,0
RAD,1816944249,183,175,94,26,56,0,0
RAD,1816944335,183,175,94,26,56,0,0
RAD,1818031604,183,174,84,24,66,0,0
RAD,1818031631,183,174,84,24,66,0,0
RAD,1818951302,183,173,94,22,60,0,0
RAD,1818951329,183,173,94,22,60,0,0
RAD,1820106600,183,178,61,23,53,0,0
RAD,1820106655,183,178,61,23,53,0,0
RAD,1820986223,183,176,94,41,59,0,0
RAD,1820986321,183,176,94,41,59,0,0
RAD,1821938782,183,171,96,29,67,0,0
RAD,1821938879,183,171,96,29,67,0,0
RAD,1822988786,183,176,94,22,53,0,0
RAD,1822988863,183,176,94,22,53,0,0
RAD,1824013805,183,176,90,24,57,0,0
RAD,1824013831,183,176,90,24,57,0,0
RAD,1824976262,183,169,83,25,54,0,0
RAD,1824976315,183,169,83,25,54,0,0
RAD,1825894122,183,175,97,21,50,0,0
RAD,1825894208,183,175,97,21,50,0,0
RAD,1826953803,183,175,94,29,84,0,0
RAD,1826953830,183,175,94,29,84,0,0
RAD,1827894053,183,175,100,22,66,0,0
RAD,1827894121,183,175,100,22,66,0,0
RAD,1829966278,183,177,94,25,43,0,0
RAD,1829966365,183,177,94,25,43,0,0
RAD,1831031658,183,169,84,25,75,0,0
RAD,1831031714,183,169,84,25,75,0,0
RAD,1831926277,183,174,100,23,68,0,0
RAD,1831926353,183,174,100,23,68,0,0
RAD,1834951292,182,175,94,26,38,0,0
RAD,1834951318,182,175,94,26,38,0,0
RAD,1835966314,182,174,94,30,62,0,0
RAD,1835966375,182,174,94,30,62,0,0
RAD,1836953864,182,174,94,24,76,0,0
RAD,1836953889,182,174,94,24,76,0,0
RAD,1837953836,182,172,94,27,49,0,0
RAD,1837953861,182,172,94,27,49,0,0
RAD,1838956833,182,175,94,26,59,0,0
RAD,1838956858,182,175,94,26,59,0,0
RAD,1839941311,182,175,95,27,52,0,0
RAD,1839941336,182,175,95,27,52,0,0
RAD,1842944246,182,175,94,24,49,0,0
RAD,1842944304,182,175,94,24,49,0,0
RAD,1844013831,182,175,89,23,45,0,0
RAD,1844013863,182,175,89,23,45,0,0
RAD,1845066312,182,175,74,23,60,0,0
RAD,1845066337,182,175,74,23,60,0,0
RAD,1845921762,182,176,100,24,72,0,0
RAD,1845921841,182,176,100,24,72,0,0
RAD,1846956752,182,176,94,27,40,0,0
RAD,1846956778,182,176,94,27,40,0,0
RAD,1847956799,182,168,94,21,69,0,0
RAD,1847956830,182,168,94,21,69,0,0
RAD,1848966300,182,175,94,27,39,0,0
RAD,1848966325,182,175,94,27,39,0,0
RAD,1849959340,182,174,94,31,57,0,0
RAD,1849959400,182,174,94,31,57,0,0
RAD,1850936312,182,176,97,23,41,0,0
RAD,1850936426,182,176,97,23,41,0,0
RAD,1851956846,182,172,94,25,50,0,0
RAD,1851956872,182,172,94,25,50,0,0
RAD,1852961279,182,175,94,26,52,0,0
RAD,1852961304,182,175,94,26,52,0,0
RAD,1853938839,180,175,96,38,77,0,0
RAD,1853938864,180,175,96,38,77,0,0
RAD,1854953828,180,173,94,27,46,0,0
RAD,1854953896,180,173,94,27,46,0,0
RAD,1855976329,177,170,94,29,57,0,0
RAD,1855976418,177,170,94,29,57,0,0
RAD,1857023867,177,172,86,33,38,0,0
RAD,1857023928,177,172,86,33,38,0,0
RAD,1858971753,180,176,94,33,52,0,0
RAD,1858971778,180,176,94,33,52,0,0
RAD,1859951440,182,178,94,31,64,0,0
RAD,1859951465,182,178,94,31,64,0,0
RAD,1860960296,184,178,94,28,37,0,0
RAD,1860960322,184,178,94,28,37,0,0
RAD,1861953879,184,177,94,27,45,0,0
RAD,1861953908,184,177,94,27,45,0,0
RAD,1862961398,182,174,94,28,61,0,0
RAD,1862961460,182,174,94,28,61,0,0
RAD,1864026429,176,168,86,26,48,0,0
RAD,1864026489,176,168,86,26,48,0,0
RAD,1865128990,167,161,54,28,52,0,0
RAD,1865129045,167,161,54,28,52,0,0
RAD,1865944222,167,159,94,35,55,0,0
RAD,1865944297,167,159,94,35,55,0,0
RAD,1867021789,168,160,87,34,55,0,0
RAD,1867021814,168,160,87,34,55,0,0
RAD,1867944707,171,158,94,25,67,0,0
RAD,1867944733,171,158,94,25,67,0,0
RAD,1868981700,174,171,94,27,53,0,0
RAD,1868981725,174,171,94,27,53,0,0
RAD,1870944342,179,175,95,26,38,0,0
RAD,1870944371,179,175,95,26,38,0,0
RAD,1872948920,181,170,94,25,50,0,0
RAD,1872948945,181,170,94,25,50,0,0
RAD,1874044371,180,168,81,25,79,0,0
RAD,1874044398,180,168,81,25,79,0,0
RAD,1875944251,179,167,94,27,77,0,0
RAD,1875944276,179,167,94,27,77,0,0
RAD,1877034678,179,171,83,30,66,0,0
RAD,1877034703,179,171,83,30,66,0,0
RAD,1877994143,179,172,94,28,66,0,0
RAD,1877994169,179,172,94,28,66,0,0
RAD,1878941318,179,171,95,36,53,0,0
RAD,1878941407,179,171,95,36,53,0,0
RAD,1879941353,177,165,95,31,41,0,0
RAD,1879941394,177,165,95,31,41,0,0
RAD,1881023874,176,167,86,30,66,0,0
RAD,1881023933,176,167,86,30,66,0,0
RAD,1881963869,176,169,94,34,51,0,0
RAD,1881963935,176,169,94,34,51,0,0
RAD,1882946364,176,164,94,26,50,0,0
RAD,1882946394,176,164,94,26,50,0,0
RAD,1884032187,176,167,84,26,51,0,0
RAD,1884032254,176,167,84,26,51,0,0
RAD,1885006722,176,168,91,26,42,0,0
RAD,1885006748,176,168,91,26,42,0,0
RAD,1885963849,176,168,94,30,66,0,0
RAD,1885963874,176,168,94,30,66,0,0
RAD,1886941691,176,168,95,30,61,0,0
RAD,1886941726,176,168,95,30,61,0,0
RAD,1887904237,176,168,96,28,68,0,0
RAD,1887904261,176,168,96,28,68,0,0
RAD,1888948937,175,165,94,34,66,0,0
RAD,1888948963,175,165,94,34,66,0,0
RAD,1889961352,174,164,94,33,71,0,0
RAD,1889961377,174,164,94,33,71,0,0
RAD,1890933837,174,167,98,25,52,0,0
RAD,1890933940,174,167,98,25,52,0,0
RAD,1891929245,174,166,99,26,56,0,0
RAD,1891929272,174,166,99,26,56,0,0
RAD,1892966752,173,163,94,31,55,0,0
RAD,1892966819,173,163,94,31,55,0,0
RAD,1893941836,173,160,95,30,43,0,0
RAD,1893941861,173,160,95,30,43,0,0
RAD,1894906667,173,166,100,24,55,0,0
RAD,1894906721,173,166,100,24,55,0,0
RAD,1896061373,173,166,75,31,56,0,0
RAD,1896061459,173,166,75,31,56,0,0
RAD,1897955304,168,160,94,28,65,0,0
RAD,1897955329,168,160,94,28,65,0,0
RAD,1898951346,170,163,94,27,58,0,0
RAD,1898951466,170,163,94,27,58,0,0
RAD,1900033836,171,167,83,32,59,0,0
RAD,1900033904,171,167,83,32,59,0,0
RAD,1901001517,171,161,93,29,67,0,0
RAD,1901001618,171,161,93,29,67,0,0
RAD,1901955233,171,162,94,46,63,0,0
RAD,1901955300,171,162,94,46,63,0,0
RAD,1902941777,172,161,95,30,56,0,0
RAD,1902941802,172,161,95,30,56,0,0
RAD,1903948878,172,164,94,32,42,0,0
RAD,1903948903,172,164,94,32,42,0,0
RAD,1905041416,172,163,81,28,56,0,0
RAD,1905939122,172,163,96,28,67,0,0
RAD,1905939217,172,163,96,28,67,0,0
RAD,1907036386,172,164,82,31,45,0,0
RAD,1907036412,172,164,82,31,45,0,0
RAD,1907957867,172,164,94,29,75,0,0
RAD,1907957927,172,164,94,29,75,0,0
RAD,1908946458,172,163,94,31,42,0,0
RAD,1908946484,172,163,94,31,42,0,0
RAD,1909971365,173,164,94,30,71,0,0
RAD,1909971390,173,164,94,30,71,0,0
RAD,1912964222,175,169,94,30,58,0,0
RAD,1912964303,175,169,94,30,58,0,0
RAD,1915955269,176,169,94,27,39,0,0
RAD,1915955294,176,169,94,27,39,0,0
RAD,1917958908,176,167,94,25,57,0,0
RAD,1917958934,176,167,94,25,57,0,0
RAD,1919029309,177,166,85,29,61,0,0
RAD,1919029334,177,166,85,29,61,0,0
RAD,1920036376,177,169,83,29,78,0,0
RAD,1920036402,177,169,83,29,78,0,0
RAD,1920923822,177,169,100,32,53,0,0
RAD,1920923909,177,169,100,32,53,0,0
RAD,1921986321,178,166,94,26,53,0,0
RAD,1921986347,178,166,94,26,53,0,0
RAD,1923021339,175,169,88,30,55,0,0
RAD,1923021364,175,169,88,30,55,0,0
RAD,1923952796,175,168,94,27,37,0,0
RAD,1923952822,175,168,94,27,37,0,0
RAD,1925031385,174,168,84,32,43,0,0
RAD,1925031441,174,168,84,32,43,0,0
RAD,1925948837,174,167,94,30,34,0,0
RAD,1925948863,174,167,94,30,34,0,0
RAD,1926929217,174,163,99,29,54,0,0
RAD,1926929243,174,163,99,29,54,0,0
RAD,1927931462,174,167,98,23,55,0,0
RAD,1927931489,174,167,98,23,55,0,0
RAD,1928941635,174,167,95,25,82,0,0
RAD,1928941700,174,167,95,25,82,0,0
RAD,1930021408,175,170,87,29,50,0,0
RAD,1930021452,175,170,87,29,50,0,0
RAD,1930941645,175,166,95,34,78,0,0
RAD,1930941675,175,166,95,34,78,0,0
RAD,1931943838,175,165,94,31,69,0,0
RAD,1931943865,175,165,94,31,69,0,0
RAD,1932946351,175,168,94,24,39,0,0
RAD,1932946376,175,168,94,24,39,0,0
RAD,1933951352,175,168,94,23,68,0,0
RAD,1933951378,175,168,94,23,68,0,0
RAD,1938955338,175,167,94,30,34,0,0
RAD,1938955363,175,167,94,30,34,0,0
RAD,1939946423,175,162,94,29,42,0,0
RAD,1939946475,175,162,94,29,42,0,0
RAD,1943024223,173,166,86,29,42,0,0
RAD,1943024281,173,166,86,29,42,0,0
RAD,1943955269,173,164,94,33,63,0,0
RAD,1943955295,173,164,94,33,63,0,0
RAD,1944993870,173,159,83,30,50,0,0
RAD,1944993894,173,159,83,30,50,0,0
RAD,1946016763,173,164,89,34,54,0,0
RAD,1946016834,173,164,89,34,54,0,0
RAD,1947929248,173,165,99,35,43,0,0
RAD,1947929317,173,165,99,35,43,0,0
RAD,1948958895,170,160,94,32,50,0,0
RAD,1948958921,170,160,94,32,50,0,0
RAD,1949955304,166,153,94,34,77,0,0
RAD,1949955330,166,153,94,34,77,0,0
RAD,1950950318,166,154,94,49,63,0,0
RAD,1950950372,166,154,94,49,63,0,0
RAD,1952943888,165,154,94,27,45,0,0
RAD,1952943914,165,154,94,27,45,0,0
RAD,1953950299,164,147,94,25,75,0,0
RAD,1953950396,164,147,94,25,75,0,0
RAD,1954981350,164,154,94,30,51,0,0
RAD,1954981383,164,154,94,30,51,0,0
RAD,1956071341,164,156,72,25,44,0,0
RAD,1956071489,164,156,72,25,44,0,0
RAD,1956958909,164,155,94,27,43,0,0
RAD,1956958934,164,155,94,27,43,0,0
RAD,1957964270,163,155,94,26,58,0,0
RAD,1957964295,163,155,94,26,58,0,0
RAD,1958964309,163,154,94,43,62,0,0
RAD,1958964335,163,154,94,43,62,0,0
RAD,1959946332,163,155,94,26,51,0,0
RAD,1959946357,163,155,94,26,51,0,0
RAD,1960924276,163,151,100,27,49,0,0
RAD,1960924301,163,151,100,27,49,0,0
RAD,1961952810,162,153,94,28,48,0,0
RAD,1961952835,162,153,94,28,48,0,0
RAD,1962939163,162,158,96,25,34,0,0
RAD,1962939232,162,158,96,25,34,0,0
RAD,1963918850,163,156,100,23,39,0,0
RAD,1963918876,163,156,100,23,39,0,0
RAD,1965058933,163,159,76,28,72,0,0
RAD,1965058958,163,159,76,28,72,0,0
RAD,1965952743,163,153,94,27,68,0,0
RAD,1965952768,163,153,94,27,68,0,0
RAD,1967964249,161,155,94,26,60,0,0
RAD,1967964327,161,155,94,26,60,0,0
RAD,1968952723,159,154,94,27,43,0,0
RAD,1968952756,159,154,94,27,43,0,0
RAD,1969952837,158,152,94,27,45,0,0
RAD,1969952867,158,152,94,27,45,0,0
RAD,1971941352,164,151,95,26,57,0,0
RAD,1971941382,164,151,95,26,57,0,0
RAD,1972941318,162,152,95,25,51,0,0
RAD,1972941404,162,152,95,25,51,0,0
RAD,1973961795,163,155,94,30,43,0,0
RAD,1973961826,163,155,94,30,43,0,0
RAD,1974950315,163,156,94,25,51,0,0
RAD,1974950340,163,156,94,25,51,0,0
RAD,1975952769,166,157,94,27,49,0,0
RAD,1975952795,166,157,94,27,49,0,0
RAD,1976950364,164,155,94,29,58,0,0
RAD,1976950389,164,155,94,29,58,0,0
RAD,1978018861,163,157,88,36,71,0,0
RAD,1978018886,163,157,88,36,71,0,0
RAD,1978952754,163,154,94,25,50,0,0
RAD,1978952820,163,154,94,25,50,0,0
RAD,1980041282,164,159,81,32,60,0,0
RAD,1980041380,164,159,81,32,60,0,0
RAD,1980974210,164,152,90,34,82,0,0
RAD,1981964213,164,156,94,35,76,0,0
RAD,1981964294,164,156,94,35,76,0,0
RAD,1983028958,164,155,85,31,62,0,0
RAD,1983028983,164,155,85,31,62,0,0
RAD,1983983850,165,157,94,31,68,0,0
RAD,1983983876,165,157,94,31,68,0,0
RAD,1985041391,163,157,71,29,69,0,0
RAD,1985041471,163,157,71,29,69,0,0
RAD,1985950357,163,158,94,27,46,0,0
RAD,1985950387,163,158,94,27,46,0,0
RAD,1987933893,164,156,97,32,70,0,0
RAD,1987933923,164,156,97,32,70,0,0
RAD,1988966399,164,158,94,34,65,0,0
RAD,1988966431,164,158,94,34,65,0,0
RAD,1990037182,166,160,83,37,67,0,0
RAD,1990037208,166,160,83,37,67,0,0
RAD,1990928917,166,159,99,29,48,0,0
RAD,1990928944,166,159,99,29,48,0,0
RAD,1991953853,166,160,94,35,75,0,0
RAD,1991953948,166,160,94,35,75,0,0
RAD,1993023818,166,157,86,29,41,0,0
RAD,1993023922,166,157,86,29,41,0,0
RAD,1995031372,166,158,84,35,56,0,0
RAD,1995031467,166,158,84,35,56,0,0
RAD,1995941450,166,158,95,29,41,0,0
RAD,1995941475,166,158,95,29,41,0,0
RAD,1996941306,166,152,95,33,72,0,0
RAD,1996941409,166,152,95,33,72,0,0
RAD,1997939174,166,156,96,29,63,0,0
RAD,1997939199,166,156,96,29,63,0,0
RAD,1998966315,166,159,94,30,51,0,0
RAD,1998966340,166,159,94,30,51,0,0
RAD,2000041354,163,158,81,32,58,0,0
RAD,2000041394,163,158,81,32,58,0,0
RAD,2000931380,163,154,98,28,59,0,0
RAD,2000931440,163,154,98,28,59,0,0
RAD,2003039711,163,152,82,37,63,0,0
RAD,2003039741,163,152,82,37,63,0,0
RAD,2005056330,162,148,77,33,96,0,0
RAD,2005056392,162,148,77,33,96,0,0
RAD,2005952753,162,149,94,28,65,0,0
RAD,2005952810,162,149,94,28,65,0,0
RAD,2007939150,164,148,96,46,79,0,0
RAD,2007939175,164,148,96,46,79,0,0
RAD,2008952825,163,145,94,34,90,0,0
RAD,2008952850,163,145,94,34,90,0,0
RAD,2009941382,163,149,95,32,52,0,0
RAD,2009941407,163,149,95,32,52,0,0
RAD,2010966326,161,148,94,35,74,0,0
RAD,2010966456,161,148,94,35,74,0,0
RAD,2012009418,157,143,91,37,72,0,0
RAD,2012009443,157,143,91,37,72,0,0
RAD,2012948937,158,140,94,31,94,0,0
RAD,2012948967,158,140,94,31,94,0,0
RAD,2014956336,158,149,94,39,77,0,0
RAD,2014956361,158,149,94,39,77,0,0
RAD,2016016334,158,148,89,27,67,0,0
RAD,2016016365,158,148,89,27,67,0,0
RAD,2016939099,158,144,96,39,66,0,0
RAD,2016939124,158,144,96,39,66,0,0
RAD,2017973826,158,146,94,38,73,0,0
RAD,2017973918,158,146,94,38,73,0,0
RAD,2019060297,160,144,75,59,70,0,0
RAD,2019060393,160,144,75,59,70,0,0
RAD,2020048944,158,146,79,26,65,0,0
RAD,2020048969,158,146,79,26,65,0,0
RAD,2020886339,158,143,100,27,59,0,0
RAD,2020886370,158,143,100,27,59,0,0
RAD,2021964288,160,148,94,38,48,0,0
RAD,2021964313,160,148,94,38,48,0,0
RAD,2025043866,149,137,80,26,52,0,0
RAD,2025043972,149,137,80,26,52,0,0
RAD,2025956331,148,139,94,29,66,0,0
RAD,2025956357,148,139,94,29,66,0,0
RAD,2026943882,147,138,94,33,84,0,0
RAD,2026944004,147,138,94,33,84,0,0
RAD,2027950316,150,141,94,34,75,0,0
RAD,2027950341,150,141,94,34,75,0,0
RAD,2036968964,143,142,94,28,49,0,0
RAD,2036968989,143,142,94,28,49,0,0
RAD,2037943838,144,142,94,32,37,0,0
RAD,2037943893,144,142,94,32,37,0,0
RAD,2038938911,146,141,96,30,52,0,0
RAD,2038938936,146,141,96,30,52,0,0
RAD,2039946756,146,134,94,26,52,0,0
RAD,2039946782,146,134,94,26,52,0,0
RAD,2040936677,147,139,97,25,60,0,0
RAD,2040936702,147,139,97,25,60,0,0
RAD,2041960310,150,144,94,28,39,0,0
RAD,2041960335,150,144,94,28,39,0,0
RAD,2042956321,151,144,94,26,42,0,0
RAD,2042956376,151,144,94,26,42,0,0
RAD,2045066383,156,148,74,33,55,0,0
RAD,2045066409,156,148,74,33,55,0,0
RAD,2045938901,155,146,96,26,44,0,0
RAD,2045938926,155,146,96,26,44,0,0
RAD,2046946735,155,148,94,27,49,0,0
RAD,2046946823,155,148,94,27,49,0,0
RAD,2047981316,156,149,94,25,38,0,0
RAD,2047981427,156,149,94,25,38,0,0
RAD,2048961745,153,146,94,25,54,0,0
RAD,2048961821,153,146,94,25,54,0,0
RAD,2049950340,150,146,94,27,56,0,0
RAD,2049950365,150,146,94,27,56,0,0
RAD,2050969299,148,146,94,34,39,0,0
RAD,2050969324,148,146,94,34,39,0,0
RAD,2051944359,147,145,94,24,45,0,0
RAD,2051944385,147,145,94,24,45,0,0
RAD,2053032305,148,140,84,30,67,0,0
RAD,2053032330,148,140,84,30,67,0,0
RAD,2053950361,151,145,94,38,62,0,0
RAD,2053950420,151,145,94,38,62,0,0
RAD,2054963800,146,143,94,31,54,0,0
RAD,2054963825,146,143,94,31,54,0,0
RAD,2056019233,153,138,88,33,51,0,0
RAD,2056019258,153,138,88,33,51,0,0
RAD,2057086325,150,135,67,28,63,0,0
RAD,2057086444,150,135,67,28,63,0,0
RAD,2057919204,144,140,100,29,63,0,0
RAD,2057919262,144,140,100,29,63,0,0
RAD,2059078961,148,140,70,29,66,0,0
RAD,2059078986,148,140,70,29,66,0,0
RAD,2059961328,149,133,94,62,98,0,0
RAD,2059961384,149,133,94,62,98,0,0
RAD,2060941386,148,141,95,36,66,0,0
RAD,2061957793,151,142,94,31,57,0,0
RAD,2061957819,151,142,94,31,57,0,0
RAD,2063041416,153,141,81,50,73,0,0
RAD,2063041441,153,141,81,50,73,0,0
RAD,2063953853,151,142,94,30,89,0,0
RAD,2063954023,151,142,94,30,89,0,0
RAD,2065073875,156,141,71,29,58,0,0
RAD,2065073901,156,141,71,29,58,0,0
RAD,2065934197,159,149,97,26,45,0,0
RAD,2065934222,159,149,97,26,45,0,0
RAD,2066941363,159,152,95,29,54,0,0
RAD,2066941388,159,152,95,29,54,0,0
RAD,2067976350,159,153,94,34,40,0,0
RAD,2067976375,159,153,94,34,40,0,0
RAD,2068963868,160,154,94,27,61,0,0
RAD,2068963894,160,154,94,27,61,0,0
RAD,2069953859,163,157,94,28,45,0,0
RAD,2069953884,163,157,94,28,45,0,0
RAD,2070957776,169,162,94,25,43,0,0
RAD,2070957802,169,162,94,25,43,0,0
RAD,2071938903,170,163,96,26,50,0,0
RAD,2071938929,170,163,96,26,50,0,0
RAD,2073026337,169,161,86,26,48,0,0
RAD,2073026362,169,161,86,26,48,0,0
RAD,2073913844,166,160,96,30,61,0,0
RAD,2073913870,166,160,96,30,61,0,0
RAD,2074948899,170,162,94,23,83,0,0
RAD,2074948995,170,162,94,23,83,0,0
RAD,2075941430,176,171,95,28,63,0,0
RAD,2075941530,176,171,95,28,63,0,0
RAD,2076966326,177,163,94,26,47,0,0
RAD,2076966381,177,163,94,26,47,0,0
RAD,2077923829,172,163,100,25,48,0,0
RAD,2077923869,172,163,100,25,48,0,0
RAD,2078957688,181,171,94,27,39,0,0
RAD,2078957806,181,171,94,27,39,0,0
RAD,2080053843,187,179,78,28,74,0,0
RAD,2080053868,187,179,78,28,74,0,0
RAD,2080931680,195,191,98,26,68,0,0
RAD,2080931705,195,191,98,26,68,0,0
RAD,2081946762,198,194,94,24,45,0,0
RAD,2081946793,198,194,94,24,45,0,0
RAD,2082928926,198,194,99,28,50,0,0
RAD,2082928951,198,194,99,28,50,0,0
RAD,2083957756,191,174,94,28,51,0,0
RAD,2083957782,191,174,94,28,51,0,0
RAD,2085046767,191,185,80,27,55,0,0
RAD,2085046793,191,185,80,27,55,0,0
RAD,2085960355,187,179,94,26,68,0,0
RAD,2085960381,187,179,94,26,68,0,0
RAD,2088966350,173,165,94,29,50,0,0
RAD,2088966431,173,165,94,29,50,0,0
RAD,2090038898,182,183,82,32,64,0,0
RAD,2090038983,182,183,82,32,64,0,0
RAD,2090957772,183,177,94,28,39,0,0
RAD,2090957797,183,177,94,28,39,0,0
RAD,2091957695,183,175,94,27,44,0,0
RAD,2091957721,183,175,94,27,44,0,0
RAD,2093026338,185,182,86,28,41,0,0
RAD,2093026363,185,182,86,28,41,0,0
RAD,2093921698,187,180,100,25,55,0,0
RAD,2093921754,187,180,100,25,55,0,0
RAD,2094957800,186,177,94,25,66,0,0
RAD,2094957825,186,177,94,25,66,0,0
RAD,2095951402,181,168,94,26,70,0,0
RAD,2095951501,181,168,94,26,70,0,0
RAD,2096953833,174,163,94,31,61,0,0
RAD,2096953889,174,163,94,31,61,0,0
RAD,2097916339,159,160,100,26,55,0,0
RAD,2097916364,159,160,100,26,55,0,0
RAD,2099006651,159,149,92,28,62,0,0
RAD,2099006677,159,149,92,28,62,0,0
RAD,2100051356,166,152,78,26,56,0,0
RAD,2100051382,166,152,78,26,56,0,0
RAD,2101001356,158,152,94,28,87,0,0
RAD,2101001382,158,152,94,28,87,0,0
RAD,2101957806,163,147,94,25,53,0,0
RAD,2101957835,163,147,94,25,53,0,0
RAD,2103038985,158,143,82,34,81,0,0
RAD,2103039010,158,143,82,34,81,0,0
RAD,2103953824,160,148,94,28,70,0,0
RAD,2103953877,160,148,94,28,70,0,0
RAD,2105060313,161,149,72,31,81,0,0
RAD,2105060408,161,149,72,31,81,0,0
RAD,2105951294,164,154,94,26,77,0,0
RAD,2105951382,164,154,94,26,77,0,0
RAD,2106948827,171,160,94,30,92,0,0
RAD,2106948853,171,160,94,30,92,0,0
RAD,2108973844,173,167,94,28,48,0,0
RAD,2108973871,173,167,94,28,48,0,0
RAD,2110966334,174,165,94,30,69,0,0
RAD,2110966394,174,165,94,30,69,0,0
RAD,2111934125,174,163,98,27,63,0,0
RAD,2111934162,174,163,98,27,63,0,0
RAD,2113031732,173,159,84,23,63,0,0
RAD,2113031760,173,159,84,23,63,0,0
RAD,2113957726,175,168,94,31,38,0,0
RAD,2113957752,175,168,94,31,38,0,0
RAD,2114946753,173,166,94,27,59,0,0
RAD,2114946778,173,166,94,27,59,0,0
RAD,2115936351,171,164,97,27,44,0,0
RAD,2115936377,171,164,97,27,44,0,0
RAD,2117078841,171,162,70,28,40,0,0
RAD,2117078866,171,162,70,28,40,0,0
RAD,2117936364,168,155,97,27,66,0,0
RAD,2117936422,168,155,97,27,66,0,0
RAD,2118957785,168,163,94,25,63,0,0
RAD,2118957811,168,163,94,25,63,0,0
RAD,2119941354,168,158,95,32,43,0,0
RAD,2119941402,168,158,95,32,43,0,0
RAD,2121966400,168,162,94,27,54,0,0
RAD,2121966470,168,162,94,27,54,0,0
RAD,2123934178,166,158,97,24,40,0,0
RAD,2123934203,166,158,97,24,40,0,0
RAD,2125069890,165,158,73,25,29,0,0
RAD,2125069915,165,158,73,25,29,0,0
RAD,2125957751,170,157,94,26,41,0,0
RAD,2125957809,170,157,94,26,41,0,0
RAD,2126957804,175,167,94,26,37,0,0
RAD,2126957829,175,167,94,26,37,0,0
RAD,2128957723,176,168,94,30,78,0,0
RAD,2128957818,176,168,94,30,78,0,0
RAD,2130046768,176,170,79,31,70,0,0
RAD,2130046853,176,170,79,31,70,0,0
RAD,2131938862,161,151,96,27,51,0,0
RAD,2131938887,161,151,96,27,51,0,0
RAD,2133003844,164,148,93,38,73,0,0
RAD,2133003869,164,148,93,38,73,0,0
RAD,2133953860,166,153,94,30,72,0,0
RAD,2133953885,166,153,94,30,72,0,0
RAD,2134923834,169,161,100,35,61,0,0
RAD,2134923859,169,161,100,35,61,0,0
RAD,2135926313,153,123,96,35,48,0,0
RAD,2135926338,153,123,96,35,48,0,0
RAD,2136944239,167,162,94,25,36,0,0
RAD,2136944264,167,162,94,25,36,0,0
RAD,2137941346,167,161,95,24,64,0,0
RAD,2137941426,167,161,95,24,64,0,0
RAD,2138984141,147,141,94,27,44,0,0
RAD,2138984166,147,141,94,27,44,0,0
RAD,2139948873,158,140,94,25,69,0,0
RAD,2139948905,158,140,94,25,69,0,0
RAD,2140944269,164,144,94,28,94,0,0
RAD,2140944294,164,144,94,28,94,0,0
RAD,2141941343,167,155,95,26,60,0,0
RAD,2141941368,167,155,95,26,60,0,0
RAD,2151951345,176,167,94,26,49,0,0
RAD,2151951371,176,167,94,26,49,0,0
RAD,2154955226,169,161,94,27,44,0,0
RAD,2154955250,169,161,94,27,44,0,0
RAD,2156026419,169,161,86,27,70,0,0
RAD,2156026476,169,161,86,27,70,0,0
RAD,2156951346,173,166,94,28,44,0,0
RAD,2156951417,173,166,94,28,44,0,0
RAD,2158951349,188,184,94,25,58,0,0
RAD,2158951374,188,184,94,25,58,0,0
RAD,2159966836,188,182,94,26,57,0,0
RAD,2159966862,188,182,94,26,57,0,0
RAD,2160991833,186,175,94,26,53,0,0
RAD,2160991859,186,175,94,26,53,0,0
RAD,2161957676,172,163,94,35,79,0,0
RAD,2161957771,172,163,94,35,79,0,0
RAD,2162933832,180,166,97,27,60,0,0
RAD,2162933952,180,166,97,27,60,0,0
RAD,2165055364,183,175,78,25,53,0,0
RAD,2165055390,183,175,78,25,53,0,0
RAD,2166041681,187,182,81,31,60,0,0
RAD,2166041706,187,182,81,31,60,0,0
RAD,2167021356,187,185,87,23,70,0,0
RAD,2167021387,187,185,87,23,70,0,0
RAD,2167979189,187,184,94,27,36,0,0
RAD,2167979214,187,184,94,27,36,0,0
RAD,2168946330,187,182,94,31,40,0,0
RAD,2168946410,187,182,94,31,40,0,0
